Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8,Course,recommended_career_target
13,6,17,19,13,8,13,17,0,0,3,3,1,0,1,3,Unknown,Geologist
14,8,19,17,15,6,12,19,1,0,3,3,0,0,1,3,Unknown,Geologist
11,7,16,19,11,8,12,17,1,1,1,3,0,0,1,3,Unknown,Geologist
12,10,18,20,13,7,14,17,3,1,3,3,1,0,1,3,Unknown,Geologist
13,5,17,18,13,5,14,18,1,0,1,3,1,1,1,3,Unknown,Geologist
13,5,16,17,12,6,13,19,1,0,3,3,1,0,1,3,Unknown,Geologist
17,9,7,17,8,14,18,13,3,0,1,3,0,0,3,3,Unknown,Geologist
14,7,15,17,12,7,13,18,1,0,1,3,0,0,1,1,Unknown,Geologist
13,9,20,20,12,6,11,18,0,0,1,3,0,1,1,1,Unknown,Geologist
12,6,20,17,13,6,12,20,1,0,1,3,1,0,1,3,Unknown,Geologist
13,6,20,19,13,6,14,18,0,0,3,3,1,0,1,3,Unknown,Geologist
10,6,16,20,10,6,14,19,1,0,1,3,1,0,1,3,Unknown,Geologist
12,8,20,18,12,8,14,18,1,1,3,3,1,0,1,3,Unknown,Geologist
12,8,18,17,12,7,11,19,3,0,3,3,1,0,1,3,Unknown,Geologist
12,6,17,20,11,7,13,19,3,0,3,3,1,0,1,1,Unknown,Geologist
13,7,18,18,13,6,14,20,0,0,1,3,1,0,1,3,Unknown,Geologist
12,6,19,17,13,8,12,18,0,1,3,3,0,0,1,3,Unknown,Geologist
14,5,18,20,13,8,11,17,1,1,3,3,1,0,1,1,Unknown,Geologist
11,7,19,17,15,9,14,18,1,0,3,3,0,0,1,1,Unknown,Geologist
12,7,20,18,13,7,12,19,1,0,3,3,0,0,1,3,Unknown,Geologist
12,7,20,20,12,8,12,18,1,0,3,3,0,0,1,1,Unknown,Geologist
14,8,16,17,10,8,11,17,1,0,3,3,1,1,1,3,Unknown,Geologist
13,6,19,16,11,5,13,17,0,0,1,3,1,0,1,1,Unknown,Geologist
12,9,19,19,13,6,11,18,0,0,1,3,3,0,1,3,Unknown,Geologist
13,8,20,18,12,5,13,20,1,0,3,3,1,1,1,1,Unknown,Geologist
12,7,18,19,11,8,14,19,1,1,3,3,0,1,1,3,Unknown,Geologist
13,7,18,20,14,7,12,19,1,0,1,3,0,0,1,3,Unknown,Geologist
15,9,19,18,12,7,12,19,0,1,3,3,0,1,1,3,Unknown,Geologist
11,7,19,17,15,9,11,18,0,0,1,3,1,0,1,3,Unknown,Geologist
13,8,16,20,13,8,13,18,1,0,1,3,1,1,1,3,Unknown,Geologist
11,7,16,20,13,7,13,20,1,0,3,3,1,0,1,3,Unknown,Geologist
12,7,15,17,15,8,13,19,0,1,3,3,0,0,1,3,Unknown,Geologist
13,9,16,15,12,8,13,20,1,0,3,3,0,1,1,3,Unknown,Geologist
11,7,18,16,13,8,12,18,3,0,3,3,1,0,1,3,Unknown,Geologist
13,9,15,18,12,8,11,19,1,0,3,3,1,0,1,3,Unknown,Geologist
14,8,18,18,13,7,14,17,1,0,1,3,1,1,1,3,Unknown,Geologist
11,8,19,18,12,6,15,18,0,1,3,3,1,0,1,3,Unknown,Geologist
8,8,13,19,12,20,20,13,1,1,1,3,1,3,3,1,Unknown,Geologist
17,7,12,19,11,17,11,9,3,0,1,3,0,3,1,0,Unknown,Geologist
13,8,14,18,11,9,13,18,0,1,3,3,1,1,1,3,Unknown,Geologist
15,6,17,18,14,9,13,18,1,0,3,3,1,0,1,3,Unknown,Geologist
11,9,19,18,13,9,11,20,1,0,3,3,1,0,3,3,Unknown,Geologist
11,6,19,18,13,5,14,17,1,0,3,3,0,0,1,3,Unknown,Geologist
16,7,17,18,14,8,11,20,1,0,3,3,0,1,1,3,Unknown,Geologist
12,9,17,18,11,8,12,19,1,0,3,3,0,0,3,3,Unknown,Geologist
16,9,13,18,13,20,17,7,3,0,1,3,0,3,3,0,Unknown,Geologist
10,5,19,17,13,9,12,17,1,1,1,3,1,0,1,3,Unknown,Geologist
14,8,16,20,13,8,11,18,1,1,1,3,1,0,1,1,Unknown,Geologist
14,5,20,17,14,8,12,20,1,0,3,3,1,0,1,3,Unknown,Geologist
13,5,18,17,11,7,13,20,1,0,3,3,1,0,1,1,Unknown,Geologist
18,12,9,17,7,13,18,13,3,1,1,3,0,1,3,0,Unknown,Geologist
13,6,18,15,12,8,11,18,1,0,1,3,1,1,1,1,Unknown,Geologist
12,7,16,16,14,5,13,17,1,0,3,3,0,0,1,3,Unknown,Geologist
15,8,18,18,12,6,13,16,1,1,3,3,1,0,1,3,Unknown,Geologist
11,8,17,16,14,7,13,18,1,1,3,3,1,1,1,3,Unknown,Geologist
12,6,17,16,13,10,12,18,1,0,3,3,1,0,1,3,Unknown,Geologist
14,5,17,16,12,7,12,15,1,0,1,3,3,1,1,3,Unknown,Geologist
13,11,17,18,14,9,12,18,0,0,3,3,3,0,1,1,Unknown,Geologist
13,6,18,19,14,6,13,19,1,0,3,3,1,1,1,3,Unknown,Geologist
12,7,16,16,11,6,15,20,0,0,3,3,0,0,1,1,Unknown,Geologist
11,6,18,19,13,6,12,18,1,0,3,3,1,0,1,3,Unknown,Geologist
14,6,18,19,13,8,12,20,1,0,1,3,0,0,1,3,Unknown,Geologist
12,9,17,19,12,6,12,16,1,0,1,3,1,0,1,3,Unknown,Geologist
12,9,17,19,11,7,12,19,0,0,3,3,1,1,1,1,Unknown,Geologist
15,5,18,18,13,8,13,18,0,0,3,3,0,1,3,1,Unknown,Geologist
14,8,15,19,12,8,13,17,1,1,3,3,1,0,1,0,Unknown,Geologist
14,7,16,20,12,7,13,20,1,1,1,3,0,1,1,3,Unknown,Geologist
13,6,17,18,14,8,14,17,0,1,3,3,3,0,1,3,Unknown,Geologist
13,10,19,18,13,7,11,18,0,0,3,3,0,0,1,3,Unknown,Geologist
12,7,17,19,12,7,12,19,1,1,3,3,1,1,1,3,Unknown,Geologist
14,9,17,17,11,10,13,17,1,0,3,3,1,1,1,3,Unknown,Geologist
12,6,18,20,12,9,12,17,1,0,3,3,1,0,1,1,Unknown,Geologist
12,10,19,17,12,8,13,18,0,0,3,3,0,0,3,3,Unknown,Geologist
11,5,19,19,13,10,11,20,1,0,1,3,0,0,1,1,Unknown,Geologist
15,7,17,15,11,7,13,19,0,0,3,3,3,0,3,3,Unknown,Geologist
14,6,17,17,14,7,12,18,1,1,0,3,1,0,1,3,Unknown,Geologist
14,8,20,18,13,7,12,20,0,0,3,3,1,1,1,3,Unknown,Geologist
13,8,19,16,13,8,12,18,1,0,1,3,3,1,1,1,Unknown,Geologist
12,7,19,18,12,9,13,17,1,1,3,3,0,1,1,3,Unknown,Geologist
19,13,7,18,5,13,14,12,3,1,0,3,1,1,1,0,Unknown,Geologist
11,6,8,17,5,17,19,12,0,0,0,3,0,3,1,1,Unknown,Geologist
10,9,13,19,13,15,20,12,0,0,1,3,1,3,3,1,Unknown,Geologist
14,6,20,16,15,7,12,17,0,0,3,3,1,0,1,3,Unknown,Geologist
12,8,17,19,13,8,14,20,0,0,3,3,0,1,1,3,Unknown,Geologist
12,6,15,16,14,6,13,16,3,0,3,3,0,0,1,3,Unknown,Geologist
17,8,17,18,13,8,12,20,0,0,3,3,1,0,1,1,Unknown,Geologist
13,6,17,18,12,5,13,18,1,0,3,3,1,0,1,1,Unknown,Geologist
15,7,16,18,14,6,12,19,3,1,3,3,0,0,1,3,Unknown,Geologist
12,8,17,16,12,7,15,17,1,0,3,3,1,0,1,3,Unknown,Geologist
14,5,17,18,12,7,12,20,1,1,1,3,0,0,1,3,Unknown,Geologist
14,14,8,20,11,16,19,13,1,1,1,3,0,1,1,0,Unknown,Geologist
13,6,15,19,11,8,13,19,0,0,3,3,0,1,1,1,Unknown,Geologist
12,9,17,19,15,8,14,19,0,1,3,3,0,0,1,1,Unknown,Geologist
13,8,18,17,12,10,11,18,1,0,3,3,0,1,1,1,Unknown,Geologist
11,7,15,19,13,8,11,19,0,0,3,3,0,0,1,1,Unknown,Geologist
13,6,19,20,14,8,12,19,1,0,1,3,1,0,1,1,Unknown,Geologist
13,8,19,18,13,5,12,19,3,0,3,3,0,1,1,1,Unknown,Geologist
11,8,17,18,11,9,13,17,1,0,1,3,1,0,1,3,Unknown,Geologist
14,7,16,17,13,7,11,18,1,1,3,3,1,0,1,3,Unknown,Geologist
11,8,19,19,14,7,12,19,1,0,3,3,1,0,1,3,Unknown,Geologist
12,5,18,20,13,7,14,20,1,0,3,3,3,0,1,3,Unknown,Geologist
13,9,16,17,12,9,13,19,0,0,3,3,3,0,1,1,Unknown,Geologist
12,7,19,16,13,9,13,18,1,0,3,3,3,0,1,3,Unknown,Geologist
14,5,18,18,12,6,14,19,0,1,3,3,0,0,1,3,Unknown,Geologist
12,8,16,20,13,6,11,18,1,0,3,3,1,1,1,3,Unknown,Geologist
13,6,20,18,13,7,14,16,1,0,3,3,1,0,1,1,Unknown,Geologist
13,7,17,19,13,8,13,19,1,0,3,3,1,0,1,3,Unknown,Geologist
11,8,16,16,12,5,11,18,1,0,3,3,3,0,1,3,Unknown,Geologist
12,5,16,17,13,6,12,18,1,0,1,3,1,1,1,3,Unknown,Geologist
12,7,17,19,12,8,11,20,0,0,1,3,1,0,1,1,Unknown,Geologist
12,9,17,18,14,8,11,20,1,0,1,3,0,1,1,3,Unknown,Geologist
12,10,18,15,15,7,13,17,3,0,3,3,1,0,1,3,Unknown,Geologist
12,6,10,16,8,18,16,7,0,0,0,3,0,3,3,1,Unknown,Geologist
12,8,20,19,13,6,12,17,0,1,3,3,1,1,1,1,Unknown,Geologist
12,6,18,17,13,7,14,19,1,0,1,3,0,3,1,1,Unknown,Geologist
11,7,14,18,13,6,11,17,1,0,1,3,0,0,1,3,Unknown,Geologist
16,7,14,18,7,20,12,8,1,0,1,3,0,3,1,1,Unknown,Geologist
11,6,19,16,13,7,13,16,1,0,1,3,1,0,1,1,Unknown,Geologist
14,6,19,17,11,6,13,19,1,1,3,3,1,0,1,3,Unknown,Geologist
13,7,19,19,13,8,13,19,0,0,3,3,1,1,3,3,Unknown,Geologist
13,6,16,19,13,8,12,19,1,0,3,3,1,1,1,3,Unknown,Geologist
12,7,19,17,13,7,11,19,1,0,1,3,1,0,3,1,Unknown,Geologist
13,7,14,20,15,9,12,20,0,0,3,3,1,0,1,1,Unknown,Geologist
16,13,8,17,6,13,18,14,3,1,1,3,0,1,3,3,Unknown,Geologist
12,9,17,17,12,8,13,17,0,1,3,3,1,0,3,1,Unknown,Geologist
12,7,18,18,12,7,12,20,0,1,3,3,1,1,1,3,Unknown,Geologist
11,7,18,20,12,6,14,19,1,1,3,3,1,0,1,3,Unknown,Geologist
13,6,16,18,15,9,12,17,1,0,3,3,0,0,1,1,Unknown,Geologist
13,8,17,20,12,5,13,18,1,0,3,3,0,1,1,3,Unknown,Geologist
12,6,16,18,11,8,12,20,0,1,3,3,1,1,1,1,Unknown,Geologist
13,7,16,18,12,8,12,17,1,0,3,3,1,1,1,1,Unknown,Geologist
16,8,13,15,13,15,17,5,3,0,1,3,1,3,3,0,Unknown,Geologist
13,8,16,18,13,7,13,17,0,0,3,3,3,1,1,1,Unknown,Geologist
11,8,18,17,14,10,13,19,1,0,3,3,3,0,1,1,Unknown,Geologist
14,9,12,17,16,13,20,20,1,0,0,3,3,1,3,3,Unknown,Geologist
13,8,17,19,10,6,12,18,1,0,3,3,0,0,1,1,Unknown,Geologist
13,5,13,17,16,11,16,17,1,1,1,3,3,1,3,1,Unknown,Geologist
13,6,17,17,14,6,13,18,0,1,3,3,1,1,1,3,Unknown,Geologist
12,9,18,16,13,8,11,18,1,0,3,3,1,0,1,3,Unknown,Geologist
12,5,19,18,13,7,12,18,0,1,3,3,1,0,1,3,Unknown,Geologist
11,8,17,16,13,9,15,19,0,0,1,3,1,0,1,3,Unknown,Geologist
13,7,18,19,14,6,13,19,0,1,3,3,1,0,3,1,Unknown,Geologist
13,7,19,19,13,8,14,18,0,1,3,3,1,1,1,3,Unknown,Geologist
14,6,8,16,6,20,16,7,1,0,0,3,1,3,3,1,Unknown,Geologist
13,6,19,19,14,7,13,19,0,0,3,3,3,0,1,3,Unknown,Geologist
12,5,18,18,12,6,14,18,1,0,3,3,0,0,1,3,Unknown,Geologist
12,7,20,19,11,7,11,19,1,1,1,3,1,1,1,3,Unknown,Geologist
14,8,19,16,12,7,11,20,1,1,3,3,1,0,1,1,Unknown,Geologist
17,7,20,20,13,7,13,17,1,0,3,3,0,0,1,3,Unknown,Geologist
13,9,17,19,11,7,11,17,1,1,1,3,0,0,1,3,Unknown,Geologist
12,5,14,17,14,9,13,17,1,0,3,3,1,0,3,3,Unknown,Geologist
12,8,7,16,7,19,19,13,1,1,0,3,1,3,1,0,Unknown,Geologist
14,7,16,20,12,5,14,16,0,1,3,3,1,1,1,3,Unknown,Geologist
11,6,15,17,11,10,13,18,0,0,1,3,0,0,1,3,Unknown,Geologist
13,7,16,18,10,8,14,18,1,0,3,3,0,0,1,3,Unknown,Geologist
13,7,16,19,13,6,12,18,1,1,3,3,1,1,1,3,Unknown,Geologist
15,7,18,20,12,7,12,17,1,1,1,3,1,1,1,3,Unknown,Geologist
13,6,17,19,12,8,13,19,1,0,3,3,0,0,1,1,Unknown,Geologist
12,7,20,19,11,7,13,20,1,0,1,3,1,0,1,3,Unknown,Geologist
12,5,16,18,12,7,11,16,1,0,1,3,1,0,1,3,Unknown,Geologist
11,6,18,20,13,7,12,17,3,1,1,3,1,0,1,3,Unknown,Geologist
11,8,15,20,13,7,11,17,1,1,3,3,3,0,1,3,Unknown,Geologist
14,6,16,15,12,8,14,17,1,0,3,3,1,0,1,3,Unknown,Geologist
14,8,16,18,12,7,11,19,0,0,1,3,1,1,1,3,Unknown,Geologist
14,7,18,17,13,7,14,17,0,0,3,3,1,1,1,3,Unknown,Geologist
14,6,13,19,14,13,15,19,0,0,1,3,1,1,3,3,Unknown,Geologist
12,5,17,18,12,10,13,18,1,0,3,3,0,0,1,1,Unknown,Geologist
12,7,17,17,11,8,12,19,0,0,3,3,1,0,1,3,Unknown,Geologist
12,5,19,19,12,7,11,18,1,0,3,3,1,0,1,1,Unknown,Geologist
18,6,7,18,11,11,18,13,3,0,0,3,0,1,1,1,Unknown,Research analyst
17,8,7,16,9,12,17,13,1,1,0,3,0,1,3,1,Unknown,Research analyst
18,7,5,18,7,15,16,13,1,0,1,3,0,3,1,0,Unknown,Research analyst
19,8,6,17,8,11,18,13,3,0,0,3,0,1,3,3,Unknown,Research analyst
16,6,6,17,10,10,19,12,1,1,0,3,0,1,3,1,Unknown,Research analyst
17,5,14,20,7,20,12,9,3,1,1,3,0,1,1,0,Unknown,Research analyst
20,6,5,19,10,11,19,12,3,0,0,3,1,1,1,1,Unknown,Research analyst
18,7,7,17,9,12,18,13,1,0,0,3,0,0,3,1,Unknown,Research analyst
19,7,6,15,10,12,16,13,3,0,1,3,0,1,3,1,Unknown,Research analyst
18,7,6,15,10,11,19,13,3,0,0,3,0,3,1,0,Unknown,Research analyst
18,8,5,18,9,10,18,14,3,0,0,3,0,0,3,0,Unknown,Research analyst
20,8,7,15,9,12,17,12,3,0,0,3,0,3,1,0,Unknown,Research analyst
18,7,7,16,9,13,16,14,1,1,0,3,0,0,3,1,Unknown,Research analyst
17,7,5,18,9,12,19,12,1,0,0,3,1,1,3,1,Unknown,Research analyst
11,6,12,18,19,11,17,19,1,0,1,3,3,1,3,3,Unknown,Research analyst
19,12,6,17,9,11,16,11,1,0,1,3,1,1,1,1,Unknown,Research analyst
18,8,6,18,9,14,19,14,1,0,1,3,0,1,3,1,Unknown,Research analyst
20,12,6,16,10,12,18,12,3,1,1,3,0,1,3,0,Unknown,Research analyst
18,8,6,17,8,12,18,11,3,0,0,3,1,1,1,1,Unknown,Research analyst
18,8,6,16,10,11,19,14,3,0,0,3,1,1,3,1,Unknown,Research analyst
18,9,7,19,10,11,17,14,3,0,0,3,1,0,3,0,Unknown,Research analyst
17,12,6,15,9,12,19,13,3,1,0,3,0,0,3,0,Unknown,Research analyst
17,9,6,20,7,14,16,12,3,0,0,3,0,0,1,1,Unknown,Research analyst
19,7,6,16,10,11,18,12,3,0,0,3,0,1,3,1,Unknown,Research analyst
20,8,6,16,12,11,17,12,3,0,0,3,0,1,3,1,Unknown,Research analyst
18,5,7,20,10,14,17,13,3,0,0,3,0,0,3,1,Unknown,Research analyst
20,8,6,19,10,13,17,11,3,0,0,3,0,1,3,0,Unknown,Research analyst
18,7,5,18,11,12,16,11,3,0,1,3,0,0,3,1,Unknown,Research analyst
17,7,7,17,8,11,18,13,3,1,1,3,0,0,3,3,Unknown,Research analyst
19,7,6,16,6,14,18,12,1,1,0,3,0,0,1,0,Unknown,Research analyst
17,5,7,16,7,13,16,13,1,1,0,3,0,1,3,1,Unknown,Research analyst
18,7,6,17,8,11,17,13,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,8,7,19,8,12,16,11,1,1,0,3,1,1,3,0,Unknown,Research analyst
18,6,6,19,10,11,16,17,3,1,1,3,1,1,3,0,Unknown,Research analyst
18,8,7,17,9,13,15,14,3,1,0,3,0,0,3,0,Unknown,Research analyst
16,7,7,17,9,13,16,12,3,0,0,3,0,0,3,1,Unknown,Research analyst
18,8,7,16,9,13,17,13,1,0,0,3,0,1,1,1,Unknown,Research analyst
18,8,5,19,9,13,18,13,1,0,1,3,0,1,3,1,Unknown,Research analyst
20,9,6,16,8,13,17,11,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,9,7,18,8,12,16,14,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,7,5,18,9,12,18,14,3,1,0,3,0,1,3,1,Unknown,Research analyst
17,9,6,18,8,13,15,14,3,0,1,3,1,1,1,0,Unknown,Research analyst
17,8,5,16,8,10,15,13,3,0,0,3,0,1,1,0,Unknown,Research analyst
18,9,6,18,10,13,19,10,1,0,0,3,0,1,3,0,Unknown,Research analyst
19,7,7,17,8,13,15,12,1,0,1,3,0,1,3,3,Unknown,Research analyst
18,11,7,15,10,13,18,14,1,0,0,3,1,1,3,0,Unknown,Research analyst
18,6,6,17,7,10,17,13,1,0,0,3,1,0,3,1,Unknown,Research analyst
19,5,7,18,8,12,17,13,3,0,0,3,0,1,3,1,Unknown,Research analyst
20,8,5,15,6,10,15,13,3,1,0,3,0,3,3,3,Unknown,Research analyst
18,9,8,18,7,12,16,13,3,1,0,3,0,1,3,1,Unknown,Research analyst
18,11,6,18,8,11,17,12,3,0,0,3,0,0,1,0,Unknown,Research analyst
13,9,5,19,7,17,18,7,0,0,0,3,1,3,1,1,Unknown,Research analyst
20,7,6,18,7,11,14,12,3,0,0,3,0,0,3,1,Unknown,Research analyst
16,5,6,17,11,12,15,13,1,0,0,3,0,1,3,0,Unknown,Research analyst
14,8,6,15,8,11,16,11,3,0,0,3,0,1,3,3,Unknown,Research analyst
17,8,7,18,8,12,14,12,3,0,0,3,0,0,3,1,Unknown,Research analyst
17,7,6,19,9,13,20,13,3,0,0,3,1,1,3,1,Unknown,Research analyst
17,10,7,18,8,13,16,13,1,0,0,3,0,1,3,1,Unknown,Research analyst
19,8,6,17,9,11,19,14,3,0,0,3,0,0,1,1,Unknown,Research analyst
17,8,7,16,8,13,18,13,3,0,0,3,0,0,3,1,Unknown,Research analyst
18,8,5,16,8,12,17,12,3,0,0,3,0,1,3,1,Unknown,Research analyst
18,5,7,19,6,11,13,11,3,0,1,3,0,3,1,1,Unknown,Research analyst
19,7,6,16,7,10,18,13,1,0,0,3,0,1,1,0,Unknown,Research analyst
19,8,6,20,9,11,18,13,3,0,0,3,1,0,3,1,Unknown,Research analyst
18,6,6,18,9,12,18,11,3,0,1,3,1,1,3,1,Unknown,Research analyst
20,9,6,16,8,12,16,14,1,1,0,3,0,1,3,1,Unknown,Research analyst
19,9,6,18,7,12,16,13,1,0,0,3,0,0,3,1,Unknown,Research analyst
17,7,5,15,7,15,19,13,1,0,0,3,1,1,3,1,Unknown,Research analyst
17,6,5,18,6,11,15,12,3,0,0,3,0,1,1,1,Unknown,Research analyst
20,8,6,16,9,12,17,12,3,0,0,3,0,0,3,1,Unknown,Research analyst
18,13,7,19,10,11,16,13,1,1,0,3,0,1,1,1,Unknown,Research analyst
16,5,7,16,8,12,18,12,1,0,1,3,0,1,1,0,Unknown,Research analyst
18,9,7,17,8,10,18,13,3,0,0,3,0,0,3,1,Unknown,Research analyst
18,8,7,18,9,12,14,12,3,0,0,3,0,3,3,0,Unknown,Research analyst
16,5,6,18,7,11,16,15,3,0,0,3,1,1,1,1,Unknown,Research analyst
17,10,6,18,11,15,17,14,3,0,1,3,0,0,3,1,Unknown,Research analyst
15,7,6,17,8,12,20,11,1,1,0,3,0,1,1,1,Unknown,Research analyst
18,5,5,16,9,12,17,12,3,1,0,3,0,0,3,3,Unknown,Research analyst
19,9,6,16,10,13,17,11,0,0,0,3,3,1,3,1,Unknown,Research analyst
18,5,6,17,9,11,15,14,3,0,0,3,0,0,3,1,Unknown,Research analyst
16,9,5,15,7,12,17,13,3,0,1,3,0,0,1,1,Unknown,Research analyst
18,7,8,17,8,11,18,14,1,1,0,3,0,1,1,3,Unknown,Research analyst
18,7,7,20,10,11,16,11,3,0,0,3,0,0,1,0,Unknown,Research analyst
20,10,7,18,8,14,17,13,3,1,0,3,0,0,3,0,Unknown,Research analyst
16,6,7,20,7,14,16,13,1,0,0,3,0,0,3,1,Unknown,Research analyst
18,9,6,17,9,11,18,15,3,0,1,3,1,0,1,1,Unknown,Research analyst
17,6,6,16,9,10,19,14,3,0,1,3,0,0,3,1,Unknown,Research analyst
18,6,7,16,9,12,17,12,3,0,1,3,1,1,3,1,Unknown,Research analyst
17,7,8,17,6,14,19,11,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,7,5,15,10,11,20,13,3,1,0,3,0,1,3,0,Unknown,Research analyst
19,6,7,18,9,12,17,13,3,0,0,3,0,1,1,1,Unknown,Research analyst
17,10,7,18,10,12,17,13,1,0,1,3,0,1,1,0,Unknown,Research analyst
16,8,7,16,9,10,15,12,1,0,0,3,0,1,3,1,Unknown,Research analyst
17,5,7,18,9,12,17,11,3,0,1,3,1,1,3,0,Unknown,Research analyst
13,7,8,17,7,18,18,8,0,0,0,3,1,3,1,0,Unknown,Research analyst
15,8,7,18,9,14,15,11,3,1,1,3,1,1,3,1,Unknown,Research analyst
18,12,7,18,7,13,17,14,3,0,0,3,1,1,3,1,Unknown,Research analyst
17,12,6,15,9,12,17,14,1,1,0,3,0,0,3,1,Unknown,Research analyst
18,6,7,18,9,12,15,12,1,0,0,3,1,1,1,0,Unknown,Research analyst
16,6,6,18,10,14,17,13,3,1,0,3,0,1,3,1,Unknown,Research analyst
17,7,6,18,9,14,17,12,3,1,1,3,1,3,3,1,Unknown,Research analyst
17,7,7,16,10,12,16,12,3,0,0,3,1,1,1,0,Unknown,Research analyst
13,7,9,19,7,19,19,13,1,0,0,3,0,3,3,0,Unknown,Research analyst
16,9,6,20,11,11,17,14,1,1,0,3,0,0,3,0,Unknown,Research analyst
20,8,7,15,8,13,17,14,3,0,0,3,0,1,3,1,Unknown,Research analyst
18,10,7,20,8,14,18,12,3,0,0,3,0,1,1,1,Unknown,Research analyst
20,8,7,16,8,11,18,11,0,0,3,3,0,0,3,1,Unknown,Research analyst
16,8,7,18,8,11,16,15,3,0,1,3,0,1,1,1,Unknown,Research analyst
18,10,6,16,7,11,17,12,1,0,1,3,1,1,3,1,Unknown,Research analyst
18,7,6,19,10,12,16,13,3,1,0,3,0,0,3,0,Unknown,Research analyst
18,9,6,17,7,13,15,13,3,1,1,3,0,1,3,1,Unknown,Research analyst
18,10,7,17,7,12,16,13,1,0,0,3,1,1,3,1,Unknown,Research analyst
16,8,7,17,8,13,19,13,3,0,0,3,0,3,3,1,Unknown,Research analyst
20,8,7,20,8,11,18,14,1,1,0,3,1,1,3,1,Unknown,Research analyst
18,10,6,17,9,11,16,11,3,0,1,3,0,1,1,1,Unknown,Research analyst
18,5,6,17,9,13,17,13,3,0,0,3,0,1,1,1,Unknown,Research analyst
18,9,8,17,10,14,19,12,3,1,1,3,0,3,1,1,Unknown,Research analyst
18,8,8,15,7,13,17,13,1,0,0,3,1,0,3,0,Unknown,Research analyst
18,8,8,15,9,11,17,13,3,1,0,3,0,1,3,0,Unknown,Research analyst
13,5,8,18,5,18,20,12,0,0,1,3,0,3,3,1,Unknown,Research analyst
19,8,5,18,6,10,18,12,1,0,0,3,0,1,3,1,Unknown,Research analyst
18,8,7,17,8,10,17,13,3,0,0,3,1,0,1,0,Unknown,Research analyst
12,9,18,20,13,8,12,19,0,0,3,3,1,1,1,1,Unknown,Research analyst
20,7,7,15,10,11,19,13,3,1,0,3,0,0,3,1,Unknown,Research analyst
17,8,5,15,9,13,15,13,3,0,1,3,0,0,3,0,Unknown,Research analyst
18,8,8,17,7,11,17,12,3,0,0,3,1,1,1,1,Unknown,Research analyst
19,8,7,19,11,13,16,12,1,0,0,3,0,0,3,1,Unknown,Research analyst
17,8,8,17,10,11,18,13,3,0,0,3,0,1,1,1,Unknown,Research analyst
19,6,6,16,9,12,16,14,3,1,1,3,0,1,3,1,Unknown,Research analyst
17,8,7,16,9,12,20,13,1,1,0,3,0,1,1,0,Unknown,Research analyst
18,10,13,16,8,15,11,6,1,0,3,3,0,3,1,0,Unknown,Research analyst
18,7,13,17,5,17,11,5,3,1,1,3,1,3,1,0,Unknown,Research analyst
20,8,6,19,8,14,14,13,3,1,0,3,0,0,3,1,Unknown,Research analyst
18,13,9,19,5,14,18,13,1,1,0,3,0,1,1,1,Unknown,Research analyst
16,5,6,19,9,12,16,13,3,1,0,3,1,1,1,1,Unknown,Research analyst
17,10,7,18,9,11,14,12,3,1,1,3,0,1,3,1,Unknown,Research analyst
17,9,7,19,9,12,18,13,3,0,0,3,1,0,1,0,Unknown,Research analyst
16,5,6,16,8,13,18,14,3,0,0,3,1,0,1,0,Unknown,Research analyst
17,6,7,17,8,13,17,14,1,0,0,3,0,1,3,0,Unknown,Research analyst
16,7,6,16,8,13,15,11,3,0,1,3,0,0,1,1,Unknown,Research analyst
17,6,6,17,9,13,16,12,1,1,0,3,1,0,3,3,Unknown,Research analyst
17,6,7,17,9,12,14,12,3,1,0,3,0,0,1,1,Unknown,Research analyst
18,7,7,18,10,13,19,11,1,0,0,3,0,1,3,1,Unknown,Research analyst
18,9,7,15,8,13,15,11,3,0,0,3,1,0,1,1,Unknown,Research analyst
18,9,7,18,9,12,18,13,3,0,1,3,0,1,1,0,Unknown,Research analyst
19,9,6,18,8,11,18,12,3,1,0,3,1,0,3,1,Unknown,Research analyst
17,6,6,15,8,14,19,13,1,0,0,3,0,0,3,3,Unknown,Research analyst
18,6,7,16,7,12,17,13,1,0,0,3,0,1,3,1,Unknown,Research analyst
16,7,5,18,9,11,18,13,3,0,1,3,0,1,3,1,Unknown,Research analyst
17,11,7,20,9,14,18,12,3,0,0,3,0,1,1,1,Unknown,Research analyst
17,10,6,16,11,12,17,12,1,0,1,3,0,1,3,1,Unknown,Research analyst
17,9,8,18,9,14,20,13,1,1,0,3,0,1,3,1,Unknown,Research analyst
12,9,7,19,9,18,20,7,1,0,1,3,0,1,3,0,Unknown,Research analyst
19,7,7,17,10,13,18,14,3,0,0,3,1,0,3,1,Unknown,Research analyst
17,8,6,18,13,14,18,13,3,0,0,3,0,1,1,0,Unknown,Research analyst
19,7,6,17,8,11,17,12,3,1,0,3,0,3,3,0,Unknown,Research analyst
7,8,12,17,13,14,19,13,1,1,1,3,0,1,3,0,Unknown,Research analyst
19,6,6,16,8,12,20,14,3,0,0,3,0,1,3,3,Unknown,Research analyst
